Book Name,Author's Name,Publisher's Name
16 Years' JIPMER Solved Papers,Arihant Experts,Arihant Publications
GRB Objective Biology,"R.K.Pillai,Malik Naresh,A.B.Sinha",G.R. Bathla Publications Pvt. Ltd.
Genetics and Reproduction for NEET & Other Medical Entrance Examinations,"Subroto Biswas, Aman Biswas",McGraw-Hill Education
Complete Biology for NEET,Vinay Kumar and S.S. Bhatia,McGraw-Hill Education
A Classbook of Botany,A.C. Dutta,Oxford University Press
Objective Biology for NEET by Pearson - Vol. 1,Rajiv Vijay,Pearson Education Limited
Pradeep's Objective Biology vol 1 And vol 2,"Dr. Subroto Biswas,Dr. Aman Biswas",Pradeep Publications
40 Days Crash Course for NEET Chemistry,Arihant Experts,Arihant Publications
40 days chemistry for NEET,Sudhanshu Thakur,Arihant Publications
Objective Chemistry for NEET - Vol. 2,Arihant Experts,Arihant Publications
Chemistry for AIPMT,R. Sharma,Cengage Publications
A Textbook Of physical chemistry For AIPMT And All Other Medical Examinations,"Dr. O.P. Tandon,Dr. A.S. Singh",G.R. Bathla Publications Pvt. Ltd.
Objective Chemistry for NEET by Pearson - Vol. 1,A. K. Singhal,Pearson Education Limited
Pradeep Objective Chemistry,"S.N. Dhawan,S.C. Kheterpal,J.R. Mehta",Pradeep Publications
CBSE AIPMT Physics in 40 Days,S.B. Tripathi,Arihant Publications
Objective Physics for NEET,D C Pandey,Arihant Publications
NEET Prep Guide 2019 with free Revision Points Booklet,Arihant Expert,Arihant Publications
A to Z Physics for NEET: Class XII,Cengage India,Cengage Publications
A to Z Physics for NEET: Class XI,Cengage India,Cengage Publications
Pradeep Objective Physics,"Dr K.L. Gomber,K.L. Gogia",Pradeep Publications
Master The NCERT for NEET Jeev Vigyan Part - 1,Geetanjali Singhal and Sheetal Agarwal,Arihant Publications
Master The NCERT for NEET Jeev Vigyan Part - 2,Geetanjali Singhal and Sheetal Agarwal,Arihant Publications
Master the NCERT Jeev Vigyan Part - 2,Geetanjali Singhal and Sheetal Agarwal,Arihant Publications
Master the NCERT Jeev Vigyan Part - 1,Geetanjali Singhal and Sheetal Agarwal,Arihant Publications
Master The NCERT for NEET Rasayan Vigyan Part - 1,R.K Verma and S.K Bansal,Arihant Publications
Master The NCERT for NEET Rasayan Vigyan Part - 2,R.K Verma and S.K Bansal,Arihant Publications
Master the NCERT Rasayan Vigyan Part - 2,R.K Verma and S.K Bansal,Arihant Publications
Master the NCERT Bhautik Vigyan Part - 2,S. Chauhan and Ujjwal Kapoor,Arihant Publications
Master the NCERT Bhautik Vigyan Part - 1,S. Chauhan and Ujjwal Kapoor,Arihant Publications
Objective NCERT at your Fingertip Physics XI-XII (Hindi),Arihant Experts,Arihant Publications
S Chand NCERT Plus Objective Physics for NEET Volume 1 (Dwibhashi - Hindi/English),Experts from Kota,S.Chand & Company Pvt. Ltd.
Pantnagar Agriculture Entrance Examination 2018,Arihant Experts,Arihant Publication
Agriculture at a Glance Revised Edition (An Enhanced Competition Explorer),RK Sharma,Daya Publishing House
BBA/BBS 19 Practice Sets for Entrance Examinations,GKP,G K publications
BCA/BIT Entrance Test,RPH Editorial Board,Ramesh Publishing House
Paper-1: Principles and Practice of Accounting,ICAI,ICAI
Paper-2: Business Laws and Business Correspondence and Reporting,ICAI,ICAI
Paper-3: Business Mathematics and Logical Reasoning & Statistics,ICAI,ICAI
Paper-4: Business Economics and Business and Commercial Knowledge,ICAI,ICAI
Taxmann's Scanner Ca Foundation Scanner Cum Compiler Vol(1) For Ca Foundation,"Dr.k.s Agrawal, Ca Manmeet Kaur",Taxmann Publications Pvt Ltd New Delhi
Taxmann's Scanner Ca Foundation Scanner Cum Compiler Vol(2) For Ca Foundation,"Dr.k.s Agrawal, Ca Manmeet Kaur",Taxmann Publications Pvt Ltd New Delhi
Public Finance,H. L. Bhatia,Vikas Publishing House
A Manual of Merchantile Law,Shukla M.C.,S Chand
Management: Theory And Practice,N C Jain,Aitbs
Scanner-Cost & Management Accounting (CS-Executive)(Dec 2019 Exam-Old Syllabus)(7th Edition June 2019,N.S. Zad,Taxmann
Advanced Accounts - Volume I,"M C Shukla , T S Grewal",S Chand
Study Package for NDA Entrance Examination,MHE,McGraw-Hill Education
Pathfinder 2019 For NDA/NA (National Defence Academy/Naval Academy) Entrance Examination Conducted by UPSC,YPS,Arihant Publications
Wiley's National Defence Academy & Naval Academy (NDA & NA) Exam Goalpost Solved Papers and Practice Test,DT Editorial Services,Wiley India Pvt. Ltd.
Pathfinder NDA/NA National Defence Academy & Naval Academy Entrance Examination,Arihant experts,Arihant Publications
NDA & NA Entrance Examination: Previous Years Papers (Solved) 2020 Edition,RPH Editorial Board,Ramesh Publishing House
NID Mock Test Series 2019-20,Bhanwar Rathore and NID Alumni Ahmedabad,bhanwar Rathore Design Studio
Guide for NIFT/NID/IIFT 2019,Arihant Experts,Arihant Publications
"National Institute of Fashion Technology Entrance Exam Books 2018 - GAT, CAT, MAT, SITUATION Test",Dr. D Mittal,Sura Books Pvt. Ltd.
UCEED Mock Test Series 2020-21,IIT Alumni,Bhanwar Rathore Design Studio
Cracking CEED & UCEED,"Ashok Goel, Arjun Kamal",Global Academy of Vaastu and Design
Goyal's IIT Foundation Course Chemistry Class - 6,Achata Ramakrishna,Goyal Brothers Prakashan
Goyals IIT Foundation Course Mathematics 6,V.k .Raman,Goyal Brothers Prakashan
Goyals IIT Foundation Course Physics 6,V.K.Sally,Goyal Brothers Prakashan
IIT Foundation & Olympiad Explorer Chemistry 7,E.V.S.S. Lakshmi,Brain Mapping Academy
IIT Foundation & Olympiad Explorer Mathematics Class - 7,"M Gurunadham, Y.S. Srinivasu",Brain Mapping Academy
IIT Foundation Course Physics 7,V.K.Sally,Goyal Brothers Prakashan
IIT Foundation & Olympiad Explorer Chemistry Class - 8,E.V.S.S. Lakshmi,Brain Mapping Academy
IIT Foundation & Olympiad Explorer Mathematics Class - 8,"M Gurunadham, Y.S. Srinivasu",Brain Mapping Academy
IIT Foundation & Olympiad Explorer Physics Class - 8,E.V.S.S. Lakshmi,Brain Mapping Academy
Goyal's IIT Foundation Course Chemistry Class - 9,Achata Ramakrishna,Goyal Brothers Prakashan
Trishna's The IIT Foundation Series Chemistry Class - 9,Trishnas,Pearson Education Limited
Goyals IIT Foundation Course Mathematics 9,V.k .Raman,Goyal Brothers Prakashan
Trishna's Pearson IIT Foundation Series Mathematics Class - 9,Trishnas,Pearson Education Limited
IIT Foundation & Olympiad Explorer Physics Class - 9,E.V.S.S. Lakshmi,Brain Mapping Academy
Goyals IIT Foundation Course Physics-9,V.K.Sally,Goyal Brothers Prakashan
Trishna's Pearson IIT Foundation Series Physics Class - 9,Trishnas,Pearson Education Limited
Goyals IIT Foundation Course Chemistry-10,Achata Ramakrishna,Goyal Brothers Prakashan
Trishna's The IIT Foundation Series Chemistry Class - 10,Trishnas,Pearson Education Limited
Goyals IIT Foundation Course Mathematics 10,V.k .Raman,Goyal Brothers Prakashan
Trishna's Pearson IIT Foundation Series Mathematics Class - 10,Trishnas,Pearson Education Limited
Goyals IIT Foundation Course Physics-10,V.K.Sally,Goyal Brothers Prakashan
Trishna's Pearson IIT Foundation Series Physics Class - 10,Trishnas,Pearson Education Limited
Arihant Study Package for Hotel Management and Hospitality Administration,Arihant Experts,Arihant Publications
Maharashtra Hotel Management-CET,Dr. CHANDRESH AGRAWAL,PRIYANKA PRAKASHAN
Guide for Hotel Management 2018,Arihant Experts,C
Test of Mathematics at the 10+2 Level (2019-2020) Session,N/A,East-West Press
KVPY 10 Years Solved Papers 2018-2009 Stream SA,Arihant Experts,Arihant Publications
KVPY 10 years solved papers stream SB/SX,Arihant Experts,Arihant Publications
Self Study Guide CLAT (Common Law Admission Test) 2019,Arihant Experts,Arihant Publications
Guide to CLAT & LL.B. Entrance Examination 2019-20,Universal's,Lexis Nexis Butterworth India
Legal Awareness and Legal Reasoning: For CLAT and Other Law Entrance Examinations Celebrating 10 Successful Years in Guiding Aspirants to Crack CLAT and Other Premier LLB Examinations,A. P. Bhardwaj,Pearson Education
CLAT & LL.B. Entrance Examination,Ankit Verma,Sandpiper Publishers
Self Study Guide LLB Entrance Examination 2020,Arihant Experts,Arihant Publications
Self Study Package LLB Pravesh Pariksha 2020,Arihant Experts,Arihant Publications
Indian National Biology Olympiad,RK Manglik,Arihant Publications
Indian National Chemistry Olympiad,Praveen Kumar,Arihant Publications
Indian National Physics Olympiad,Saurabh A.,Arihant Publications
Problem Primer for the Pre Regional Mathematical Olympiad,"Kunal Singh ,KaliPrasad Tripathy",Prism Books Pvt Ltd
Silver Zone Olympiad Excellence Guide Science -,Silver Zone,Silver Zone
National Science Olympiad - Class 2,"Shikha Gupta,Shikha Nautiyal",V&S Publishers
Polytechnic Admission Test (PAT2018) Assam Paperback – 2018,Mihir Das Laskar,Self Published
Chhattisgarh PPT Pre-Polytechnic Guide 2019 Paperback – 2018,Arihant Experts,Arihant
Bihar Para Medical Matric Guide 2018 Paperback – 2018,Arihant Experts,Arihant
Delhi Polytechnic Common Entrance Test 2019 Paperback – 2019,Arihant Experts,Arihant
Himachal Pradesh PAT Polytechnic Pravesh Pariksha,Arihant Experts,Arihant
Uttar Pradesh Polytechnic JEEC 2018 Paperback – 2017,Arihant Experts,Arihant
"Guide To Polytechnic Joint Entrance MCQ JEXPO With Previous Year Solve (Paperback, Bengali, Bhattacharjee)",,BINOY Publishers
JCECE (Jharkhand Polytechnic Combined Entrance Competitive Examination) 2018 Paperback – 2018,Arihant Experts,Arihant
J&K Polytechnic Entrance Examination Study Package Paperback – 7 Jan 2013,Arihant Experts,Arihant
MHT- CET Mathematics( Vol I & II ) Hardcover – 2018,RANGANATHAN GK,Himalaya Publishing House
Madhya Pradesh Pre-Polytechnic Tests - M.P. PPT Paperback – 1 Jan 2010,"Lal , Jain",Upkar
POLYCET-2018 (Polytechnic Common Entrance Test) SBTET Common to AP & TS Paperback – 2018,SIA,SIA Publishers & Distributors Pvt Ltd
Uttarakhand Polytechnics Entrance Exam JEEP 2019,Arihant Experts,Arihant Publications
Nest EXAM GUIDE 2019,Panel of Authors,Sura Books Pvt. Ltd.
Study Guide NTSE (MAT + SAT) for Class 10th,by Arihant Experts | 1 January 2018,Arihant Publications
"MEGA Study Guide for NTSE (SAT, MAT & LCT) Class 10 Stage 1 & 2",Disha Experts,Disha
"Study Package for NTSE, 5e","Stalin Malhotra, S.L. Gulati, Prem Dhawan, Rachna Gupta, Sanjeev Joon & Vinay Kumar",McGraw Hill Education
Study Package for NTSE for Class X,by MHE | 6 August 2018,McGraw Hill Education
Rashtriya Pratibha Khoj Pariksha Class-10,Editorial Board,Sahitya Bhawan Publications
Olympiad Excellence Guide - maths (Class - 1),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 1),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 10),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 10),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 2),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 2),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 3),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 3),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 4),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 4),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 5),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 5),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 6),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 6),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 7),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 7),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 8),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 8),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - maths (Class - 9),3GenX India Books,3GenX India Pvt. Ltd.
Olympiad Excellence Guide - science (Class - 9),3GenX India Books,3GenX India Pvt. Ltd.
"Wiley's Halliday / Resnick / Walker Physics for JEE (Main & Advanced), Vol II",Amit gupta,Wiley
"Wiley's Halliday / Resnick / Walker Physics for JEE (Main & Advanced), Vol I",Manish singhal,Wiley
JEE Mains complete mathematics,TMH,Generi
Mathematics for IIT-JEE by R. D. SHARMA Vol 1,R.D. Sharma,Dhanpat rai publications
Mathematics for IIT-JEE by R. D. SHARMA Vol 2,R.D. Sharma,Dhanpat rai publications
GearUp Series: Physics,"Dr. Ajay mohan, Dr. Manu kaushal, Mr. Himanshu Udaniya,",Altis Vortex
GearUp Series: Chemistry,"Dr. Ajay mohan, Dr. Manu kaushal, Mr. Himanshu Udaniya,",Altis Vortex
GearUp Series: Bilology,"Dr. Ajay mohan, Dr. Manu kaushal, Mr. Himanshu Udaniya,",Altis Vortex
BITSAT 14 Years Chapter-wise Solved Papers (2018-2005),Disha experts,Disha publication
BITSAT Power Guide,ANIL AHLAWAT,MTG Learning Media Pvt Ltd
B. Arch/NATA/JEE (Main) Offline Drawing Test,Nimish Madan,Ramesh Publishing House
MTG NCERT Based Complete AIPMT Guide: Physics for AIPMT,MTG Editorial Board,MTG Learning Media Pvt. Ltd.
MTG NCERT Based Complete AIPMT Guide: Biology for AIPMT,MTG Editorial Board,MTG Learning Media Pvt. Ltd.
MTG NCERT Based Complete AIPMT Guide: Chemistry for AIPMT,MTG Editorial Board,MTG Learning Media Pvt. Ltd.
CBSE All In One Mathematics Class 8,Arihant Experts,Arihant Publications
Mathematics Class 8 CBSE (2019-20),R.C. yadav,Full Marks Pvt. Ltd.
Mathematics for Class 8 CBSE,Manjeet singh,Full Marks Pvt. Ltd.
New MathSight,Y P Purang,Britannica (India) Pvt. Ltd.
New Number Fun Maths Made easy,Madhubun Educational Books,Madhubun Educational Books
Optima Mathville,"Dr.Ram Mohan,Abhilasha tiwari,vikas Sharma",G. Ram Books Pvt. Ltd.
Optima Unified Mathematics,"Ram Mohan,Abhilasha Tiwari",G. Ram Books Pvt. Ltd.
Understanding Mathematics,Lata wishram,Madhubun Educational Books
WORKBOOK MATH CBSE- CLASS 8TH,Arihant Experts,Arihant Publications
Mathematics Class 8 DAV,Full marks,Full Marks Pvt. Ltd.
Maths - Step By Step - 8,N/A,Coral Publisher
Activity Plus in Science (Class 8),Hansraj Modi,Full Marks Pvt. Ltd.
"Activity Plus in Science Class 8 CBSE, PB",Hansraj Modi,Full Marks Pvt. Ltd.
Awareness Science for Eighth Class,"Lakhmir Singh, Manjit Kaur",S.Chand & Company Pvt. Ltd.
CBSE All In One Science Class 8,Arihant Experts,Arihant Publications
NCERT Practice Workbook Science,Arihant Experts,Arihant Publications
Head Start Science Class - 8,"Charu Maini, Meenambika Menon,Vandana Saxena",Madhubun Educational Books
Learning Elementary Science Work Book Class - 8,V.K.Sally,Goyal Brothers Prakashan
Mastering Science Class - 8,Biman Basu,Scholastic India Pvt. Ltd.
Millennium's Science Class - 8,N/A,Millennium Booksource Pvt. Ltd.
ICSE Mastering Mathematics - VIII,M.L. Aggarwal,Arya Publishing Company
ICSE Mathematics for Class 8,Team of Experience Authors,Full Marks Pvt. Ltd.
Mathematics for Class 8 by R D Sharma (2019-2020 Session) Paperback – 2017,Dr. RD Sharma,Dhanpat Rai Publications
ICSE Mathematics - 8,"Asit Das Gupta, Alok Kumar",Bharati Bhawan Publishers & Distributors
Foundation Science: Biology for Class 9,N.K. Mishra,Bharati Bhawan Publishers & Distributors
Foundation Science: Chemistry for Class 9,AK singh,Bharati Bhawan Publishers & Distributors
Activity Plus in Mathematics (Class 9),Easy Marks Team,Full Marks Pvt. Ltd.
BMA's Reasoning Trainer Plus with Solution Clas...,Y.S. Srinivasu,Brain Mapping Academy
CBSE All In One Mathematics Class 9,Arihant Experts,Arihant Publications
GOYAL BROTHERS PRAKASHAN ASSIGNMENTS IN MATHEMATICS FOR CLASS IX FOR TERM-I & TERM-II,N/A,Goyal Brothers Prakashan
Mathematics for Class - IX (Term - I),Dass H. K.,S.Chand & Company Pvt. Ltd.
"Sharpen your Mathematics Class 9, Term I",HT Studymate,UBS Publishers
Foundation Science: Physics for Class 9,H C Verma,Bharati Bhawan Publishers & Distributors
All In One Science CBSE class 9,Arihant Experts,Arihant Publications
Cambridge Checkpoint Science Workbook 9,Mary Jones,Cambridge University Press
Full Marks Science Class 9,N/A,Full Marks Pvt. Ltd.
The Science Springboard Class 9,"Lakhmir Singh, Manjit Kaur",S.Chand & Company Pvt. Ltd.
NCERT Solutions,K Upreti,Arihant Publications
NCERT Solutions+Exemplar,"kanchan upreti,richa agarwal,geeta rastogi",Arihant Publications
NCERT Solutions+Exemplar,MTG Editorial,MTG Learning Media Pvt. Ltd.
Practical Skills in Science,Full Circle,Full Marks Pvt. Ltd.
Science for Ninth Class Part2 chemistry,"Lakhmir Singh, Manjit Kaur",S.Chand & Company Pvt. Ltd.
Science Route,N/A,Mascot Education Pvt. Ltd.
Lakhmir Singh's Science 9,"Lakhmir Singh, Manjit Kaur",S.Chand & Company Pvt. Ltd.
ICSE Biology class 9,Full Marks,Full Marks Pvt. Ltd.
ICSE Chemistry class 9,Full Marks,Full Marks Pvt. Ltd.
Science for 9th Class: Chemistry,"Lakhmir Singh, Manjit Kaur",S.Chand & Company Pvt. Ltd.
A Complete Text Book of ICSE Mathematics Part-I...,D.K. Bhatacharya,Allied Publishers Pvt. Ltd.
